NK,sex,skull_oss,bursa_size,bursa,molt,fat,mass,supra,pect,heart,order,family,species,day,month,year,locality,elev,elev_cat,country,lat_deg,lat_min,lon_deg,lon_min,tHb,tHbcorr,hct1_column,hct1_top,hct1_bottom,Hct-middle-calculated,Hct-ratio,hct2_column,hct2_top,hct2_bottom,2ndHct-middle-calculated,2nd_Hct_ratio,wtAVG-Hct,Hemacytometer_RBC_sum_of_5grids,count notes,x5x,x10000,x200_dilution,RBCx10^6mm^3,MCV
168164,male,100% ossified,no bursa,0,no molt,si leve,22.9,,,,Passeriformes,Passerellidae,Zonotrichia capensis,19,October,2008,Huachipa: El Huayco,352,,,12,0.534,76,55.394,,,39.46,20.69,18.44,,0.49581855,,,,,,0.49581855,,,,,,,
168495,female,80% ossified,no bursa,0,no molt,si abundante,22.4,,,,Passeriformes,Passerellidae,Zonotrichia capensis,18,October,2008,Huachipa: El Huayco,352,,,12,0.534,76,55.394,,,,,,,,,,,,,,,,,,,,
171629,male,100,no bursa,0,No molt anywhere,moderate,9.55,,,0.126,Passeriformes,Troglodytidae,Troglodytes aedon,12,July,2010,Rio Santa,357,,,8,41.691,78,22.7166,13.1,12.1,32.75,14.68,13.3,13.99,0.427175573,21.58,10.04,8.11,9.075,0.420528267,0.424535248,,,,,,,
220242,not recorded,not recorded,not recorded,0,no molt,not recorded,16.9,,,,Passeriformes,Passerellidae,Zonotrichia capensis,17,July,2006,SE2,3040,,,11,45.499,76,35.078,,,,,,,,,,,,,,,,,,,,
159708,unknown,not recorded,not recorded,0,not recorded,not recorded,,,,,Passeriformes,Passerellidae,Zonotrichia capensis,2,November,2006,SanPedrodeCasta,3040,,,11,45.499,76,35.078,,,,,,,,,,,,,,,,,,,,
159709,unknown,not recorded,not recorded,0,not recorded,not recorded,,,,,Passeriformes,Passerellidae,Zonotrichia capensis,15,November,2006,SanPedrodeCasta,3040,,,11,45.499,76,35.078,,,,,,,,,,,,,,,,,,,,
159710,unknown,not recorded,not recorded,0,not recorded,not recorded,,,,,Passeriformes,Passerellidae,Zonotrichia capensis,15,November,2006,SanPedrodeCasta,3040,,,11,45.499,76,35.078,,,,,,,,,,,,,,,,,,,,
159705,,,,,,,,,,,Passeriformes,Troglodytidae,Troglodytes aedon,30,October,2006,SanPedrodeCasta,3040,,,11,45.499,76,35.078,,,,,,,,,,,,,,,,,,,,
159732,male,0.9,,,"Sin muda, con parche incubatris",no,12.3,,,,Passeriformes,Troglodytidae,Troglodytes aedon,27,November,2006,Huac1,3120,,,13,37.52,71,43.08,13.7,12.7,33.5,15.58,12.16,13.87,0.414029851,38.14,16.24,13.54,14.89,0.390403776,0.401451703,,,,,,3.01,133.3726588
171642,male,100,no bursa,0,l tail side-R1 molting,trace,10.68,,,0.134,Passeriformes,Troglodytidae,Troglodytes aedon,13,July,2010,Rio Santa,357,,,8,41.691,78,22.7166,15.6,14.6,25.2,14.14,11.85,12.995,0.515674603,24.95,15.43,12.91,14.17,0.567935872,0.541674975,,,,,,,
159714,male,50% ossified,undetermined,0,"moderate body, head, and neck",not recorded,20.4,,,,Passeriformes,Passerellidae,Zonotrichia capensis,25,November,2006,Huac1,3120,,,13,37.52,71,43.08,18.3,17.3,35.57,18.29,16.25,17.27,0.485521507,39.23,19.87,18.11,18.99,0.484068315,0.484759358,,,,,,5.04,96.18241236
171633,male,100,no bursa,0,No molt anywhere,trace,10.12,,,0.128,Passeriformes,Troglodytidae,Troglodytes aedon,13,July,2010,Rio Santa,357,,,8,41.691,78,22.7166,18.4,17.4,37.85,22.08,19.64,20.86,0.551122853,35.1,20.78,18.05,19.415,0.553133903,0.552090473,,,,,,,
171626,female,100% ossified,no bursa,0,No molt anywhere,abundante,22.65,,,0.28,Passeriformes,Passerellidae,Zonotrichia capensis,12,July,2010,Rio Santa,357,,,8,41.691,78,22.7166,17.5,16.5,33.62,20.04,19.23,19.635,0.584027365,26.11,15.8,14.15,14.975,0.573535044,0.579440817,,,,,,,
159740,female,0.8,,,"Muda leve en dorso, con parche incubatris",no,11.5,,,,Passeriformes,Troglodytidae,Troglodytes aedon,28,November,2006,Huac1,3120,,,13,37.52,71,43.08,,,,,,,,,,,,,,,,,,,,
171646,female,100,no bursa,0,no molt,trace,10.34,,,0.09,Passeriformes,Troglodytidae,Troglodytes aedon,14,July,2010,Rio Santa,357,,,8,41.691,78,22.7166,,,,,,,,,,,,,,,,,,,,
162008,female,1,no bursa,0,,light,12,,,,Passeriformes,Troglodytidae,Troglodytes aedon,3,June,2007,Huachipa,366,,,12,0.504,76,55.261,15.7,14.7,12.4,7.02,4.51,5.765,0.464919355,25.03,13.57,11.34,12.455,0.497602877,0.486775314,,,,,,5.15,94.51947843
162980,female,80% ossified,no bursa,0,no molt,moderate,21.48,,,,Passeriformes,Passerellidae,Zonotrichia capensis,8,January,2008,Huachipa-Choclo,372,,,12,0.089,76,55.249,17.4,16.4,51.43,25.64,24.29,24.965,0.485417072,52.2,25.27,24.49,24.88,0.476628352,0.480990061,,,,,,4.69,102.5565162
162983,female,100% ossified,no bursa,0,no molt,light,13.44,,,,Passeriformes,Troglodytidae,Troglodytes aedon,8,January,2008,Huachipa-Choclo,372,,,12,0.089,76,55.249,16.4,15.4,25.02,12.81,9.57,11.19,0.447242206,19.42,10.59,7.7,9.145,0.470906282,0.457583258,,,,,,5.11,89.5466259
163032,male,100% ossified,no bursa,0,no molt,none,22.2,,,,Passeriformes,Passerellidae,Zonotrichia capensis,8,January,2008,Huachipa-Choclo,372,,,12,0.089,76,55.249,19,18,46.44,24.34,21.98,23.16,0.49870801,29.06,15.38,13.33,14.355,0.493977977,0.496887417,,,,,,5.27,94.28603742
219947,female,100% ossified,no bursa,0,no molt,trace,12.47,0.076,0.744,0.18,Passeriformes,Troglodytidae,Troglodytes aedon,11,July,2012,Incaico,729,,,7,23.637,76,21.937,,,,,,,,,,,,,,,,,,,,
171792,male,100% ossified,no bursa,0,No molt anywhere,abundante,22.88,,,0.21,Passeriformes,Passerellidae,Zonotrichia capensis,1,August,2010,Locumba,740,,,17,33.6817,70,40.3417,16,15,31.54,14.56,13.53,14.045,0.445307546,31.08,14.34,13.07,13.705,0.440958816,0.443149154,,,,,,,
171774,female,100% ossified,no bursa,0,no molt,light,22.86,,,0.242,Passeriformes,Passerellidae,Zonotrichia capensis,31,July,2010,Locumba,740,,,17,33.6817,70,40.3417,15.4,14.4,36.15,17.02,15.19,16.105,0.445504841,34.96,16.79,15.05,15.92,0.455377574,0.450358599,,,,,,,
171767,female,100% ossified,no bursa,0,No molt anywhere,moderate,20.52,,,0.216,Passeriformes,Passerellidae,Zonotrichia capensis,31,July,2010,Locumba,740,,,17,33.6817,70,40.3417,15.5,14.5,34.05,16.4,15.07,15.735,0.462114537,29.87,14.84,12.55,13.695,0.458486776,0.460419274,,,,,,,
172274,male,100,none,0,none,trace,22.88,,,0.236,Passeriformes,Passerellidae,Zonotrichia capensis,8,August,2010,Chuquibamba,3200,,,15,48.86,72,40.027,16.3,15.3,45.51,23.66,22.58,23.12,0.508020215,38.52,20.08,18.09,19.085,0.495456906,0.502261097,,,,,,,
171770,male,100% ossified,no bursa,0,No molt anywhere,moderate,24.21,,,0.234,Passeriformes,Passerellidae,Zonotrichia capensis,31,July,2010,Locumba,740,,,17,33.6817,70,40.3417,17.4,16.4,26.44,13.55,11.45,12.5,0.472768533,28.58,14.4,12.34,13.37,0.467809657,0.470192657,,,,,,,
171772,male,100,no bursa,0,No molt anywhere,moderate,11.6,,,0.15,Passeriformes,Troglodytidae,Troglodytes aedon,31,July,2010,Locumba,740,,,17,33.6817,70,40.3417,15.2,14.2,14.15,7.64,5.82,6.73,0.475618375,11.77,6.68,4.76,5.72,0.485981308,0.480324074,,,,,,,
